psgc_brgy,yes,no
42105081,63,7
42105082,195,23
42105083,211,67
42106003,1,10
42106005,561,70
42106008,321,15
42106010,5,5
42106011,27,188
42106012,49,9
42106013,20,51
42106015,15,8
42106016,1,40
42106017,8,0
42106018,0,54
42106019,0,34
42106020,67,21
42106021,13,49
42106022,57,18
42106023,47,39
42106024,10,13
42106025,67,32
42106026,44,37
42106027,68,28
42106028,12,31
42106029,76,30
42106030,30,33
42106032,37,15
42106033,45,12
42106034,11,10
42106035,56,22
42106036,55,42
42106037,16,50
42106038,9,27
42106039,22,44
42106040,58,20
42106041,34,29
42106042,74,28
42106043,175,238
42106044,23,36
42106045,43,47
42106046,49,21
42106047,54,14
42106048,52,16
42106049,9,13
42106050,35,11
42106051,32,13
42106052,48,27
42106053,963,54
42106054,44,24
42106055,1740,64
42106056,7446,323
42106057,9,10
42106058,13,11
42106059,1303,22
42106060,8,38
42106061,22,34
42106062,4,103
42106063,458,125
42106064,41,0
42106065,1,1
42106066,30,16
42106067,61,48
42106068,37,30
42106069,66,20
42106071,48,20
42106072,53,11
42106073,79,44
42106074,13,15
42106075,66,31
42106076,55,12
42106077,31,4
42106078,21,34
42106080,22,18
42106081,334,34
42107001,206,10
42107002,85,11
42107003,73,20
42107004,387,44
42107005,226,31
42107006,184,19
42107007,108,19
42107008,28,11
42107009,202,27
42107010,9,2
42107011,280,18
42107012,47,10
42107013,35,8
42107014,69,12
42108001,49,14
42108002,77,124
42108004,11,35
42108005,14,0
42108006,23,12
42108007,6,0
42108008,7,0
42108009,1,0
42108010,2,0
42108011,99,67
42108012,14,2
42108013,8,1
42108014,120,0
42108015,372,97
42108016,586,28
42108017,65,7
42108018,508,23
42108020,88,55
42108021,60,10
42108022,178,21
42108023,1559,245
42108025,94,17
42108026,66,7
42108027,231,76
42108028,7,1
42108029,39,21
42108030,16,3
42108031,21,41
42108032,16,9
42108033,209,44
42108034,260,61
42108035,24,31
42109001,1,0
42109002,13,0
42109003,37,5
42109004,1,1
42109006,44,11
42109007,17,0
42109008,61,0
42109009,57,26
42109012,12,2
42109016,8,1
42109022,1,0
42109024,6,2
42109027,28,7
42109028,198,30
42109030,1,0
42109032,2,0
42109033,0,1
42109034,61,13
42109036,366,191
42109043,174,15
42109044,4,0
42109045,2,0
42109046,3,2
42109048,1,0
42109049,23,4
42109050,4,0
42109051,3,0
42109052,3,0
42109053,2,0
42109058,0,1
42109060,54,2
42109063,1,0
42109064,166,11
42109067,2,4
42109072,21,6
42109073,45,7
42109074,2,2
42109075,8,0
42109076,2,0
42109077,154,3
42109078,202,16
42109079,38,13
42109084,1,0
42109085,345,79
42109093,0,1
42109099,1,0
42109100,2,0
42109101,8,1
42110001,88,7
42110002,142,12
42110003,97,10
42110004,208,14
42110005,104,49
42110006,112,55
42110007,98,31
42110008,161,18
42110009,424,54
42110010,31,12
42110011,69,2
42110012,31,10
42110013,135,8
42110014,41,12
42110015,61,18
42110016,54,5
42110018,112,19
42110019,28,1
42110020,235,8
42110021,25,5
42110022,66,6
42110023,51,2
42110024,26,5
42110025,142,11
42110026,58,8
42110027,54,7
42110028,57,7
42110029,139,5
42110030,306,11
42110031,24,0
42110032,105,12
42110033,326,14
42110034,322,30
42110035,105,15
42110036,30,6
42110037,54,15
42111001,77,11
42111002,64,20
42111003,78,10
42111004,272,14
42111005,96,7
42111006,37,19
42111007,134,15
42111008,61,8
42111009,142,66
42111010,208,58
42111011,126,12
42111012,65,17
42111013,185,45
42111014,102,37
42111015,243,89
42111016,251,13
42111017,129,33
42111018,531,50
42111019,1052,44
42111020,47,6
42111021,68,15
42111022,827,36
42111023,95,38
42112001,99,18
42112002,309,40
42112003,222,87
42112004,304,20
42112005,305,38
42112006,191,9
42112007,8,1
42112008,6,2
42112009,18,6
42112010,142,22
42112011,255,40
42112012,309,62
42112013,298,95
42112014,124,24
42112015,208,28
42112016,238,79
42113001,449,85
42113002,111,60
42113003,38,15
42113004,27,7
42113005,28,10
42113007,64,12
42113008,70,8
42113009,213,29
42113010,216,48
42113011,124,17
42113012,123,24
42113013,270,44
42113014,331,28
42113015,361,95
42113016,249,15
42113018,18,5
42113019,14,1
42113020,131,37
42113021,167,30
42113022,17,1
42113023,47,6
42113024,70,9
42113025,195,61
42113026,258,47
42113027,13,2
42113028,112,17
42113029,47,21
42114001,49,1
42114002,42,8
42114003,20,1
42114004,93,11
42114005,29,14
42114007,19,2
42114008,20,0
42114009,53,0
42114010,17,5
42114011,22,3
42114012,82,5
42114013,16,0
42114014,28,5
42114015,26,0
42114016,15,5
42114017,11,5
42114018,58,16
42114019,23,24
42114020,117,7
42114021,64,2
42114022,169,22
42114023,89,5
42114024,67,8
42114025,234,14
42115001,394,10
42115002,88,3
42115003,207,16
42115004,54,7
42115005,755,94
42115006,5,4
42115007,65,4
42115008,158,21
42115009,14,4
42115010,159,13
42115011,33,0
42115012,138,52
42115013,259,91
42115014,82,4
42115015,327,135
42115016,74,31
42115018,609,69
42115019,13,0
42115020,168,62
42115021,94,25
42115022,88,46
42115023,12,6
42115024,150,28
42115025,66,8
42115026,212,67
42115028,733,33
42115029,5,0
42115030,80,23
42115031,511,103
42115032,487,36
42116001,71,0
42116002,387,12
42116003,11,1
42116004,28,2
42116005,7,7
42116006,19,2
42116007,22,6
42116008,31,3
42116009,114,33
42116010,203,20
42116011,60,6
42116012,17,0
42116013,29,2
42116014,76,107
42116015,85,120
42116016,28,2
42117001,68,9
42117002,58,7
42117003,204,82
42117005,285,99
42117006,9,2
42117007,319,112
42117008,62,0
42117009,13,5
42117010,618,47
42117011,429,54
42117012,959,166
42117013,113,15
42117014,136,27
42117015,101,265
42117016,764,151
42117017,247,75
42117018,13,5
42117019,386,51
42117020,876,84
42117021,700,168
42118001,125,22
42118006,56,16
42118007,820,60
42118010,1,0
42118011,657,13
42118012,48,7
42118013,15,35
42118014,70,22
42118015,382,28
42118016,50,28
42118018,20,16
42118022,6,12
42118026,47,28
42118029,75,8
42118031,20,3
42118032,123,5
42118033,1,0
42118034,4,0
42118037,24,8
42118038,23,4
42118039,21,3
42118041,20,20
42118044,30,11
42118045,15,2
42118046,34,6
42118048,34,8
42118049,1076,69
42118050,717,64
42118051,108,20
42118052,99,24
42118053,60,6
42118055,605,13
42118056,67,4
42118057,21,8
42118058,28,6
42118059,5,9
42118060,151,23
42118061,100,6
42118062,24,11
42118063,339,34
42118064,11,5
42118067,83,1
42119001,256,11
42119002,61,25
42119003,40,17
42119004,359,30
42119005,18,1
42119006,165,29
42119007,49,2
42119008,496,33
42119010,11,5
42119011,162,15
42119012,40,11
42119013,283,33
42119014,417,23
42119015,66,17
42119017,92,10
42119018,91,56
42119019,29,5
42119020,164,28
42119021,25,16
42119022,26,11
42119023,46,16
42119024,102,23
42119025,33,6
42119027,90,11
42119028,12,1
42119029,46,20
42119030,144,35
42119031,133,6
42119032,92,19
42119033,218,22
42119034,28,4
42119035,124,10
42119036,285,30
42119037,288,22
42120001,557,87
42120002,277,122
42120003,129,20
42120004,336,33
42120005,154,51
42120006,118,30
42120007,305,85
42120008,110,58
42120009,90,36
42120010,181,30
42120011,7,1
42120012,16,48
42120015,237,36
42120016,29,1
42120017,1,1
42120018,3,0
42120019,5,0
42120020,81,35
42120021,290,156
42120022,83,20
42120023,133,64
42120024,28,11
42120026,290,58
42120027,53,65
42120028,312,88
42120029,40,5
42120030,82,24
42120031,370,64
42120032,10,0
42120033,163,53
42120034,74,14
42120035,365,72
42120036,11,4
42120037,12,4
42120038,13,0
42120039,5,0
42120040,20,1
42120041,19,4
42120042,209,84
42120043,53,30
42120044,31,5
42121001,97,20
42121002,138,64
42121003,49,98
42121005,70,25
42121006,150,46
42121007,433,76
42121008,818,210
42121009,64,33
42121010,246,46
42121011,107,111
42122002,140,32
42122003,177,58
42122004,229,69
42122005,32,9
42122006,170,47
42122008,229,75
42122009,86,64
42122010,67,29
42122011,576,72
42122012,127,40
42122013,365,22
42122014,26,54
42122015,352,21
42123001,114,54
42123002,197,59
42123003,461,19
42123004,45,39
42123005,79,41
42123006,1340,66
42123007,181,41
42123008,1463,283
42123009,185,23
42123010,100,45
42123011,108,103
42123012,115,29
42123013,635,39
42123014,434,32
42123015,358,26
42123016,427,20
42123017,65,14
42123018,136,33
42123019,643,94
42123020,617,44
42123021,211,42
42123022,87,17
42123023,169,69
42123024,35,14
42123025,129,22
42123026,159,27
42123027,54,29
43401001,43,5
43401002,70,34
43401003,50,27
43401004,289,55
43401005,25,2
43401006,77,28
43401007,129,30
43401008,216,18
43401009,221,9
43401010,119,57
43401011,114,23
43401012,204,74
43401013,135,20
43401014,204,30
43401015,114,57
43402001,439,127
43402002,229,20
43402003,617,74
43402004,257,44
43402005,460,38
43402006,412,27
43402009,327,13
43402010,763,66
43402011,332,9
43402012,468,52
43402013,612,93
43402014,349,46
43402015,311,68
43402016,135,18
43402017,102,16
43403001,9,1
43403002,168,90
43403003,775,219
43403004,353,131
43403005,126,24
43403006,1486,246
43403007,113,21
43403008,216,38
43403009,2148,71
43403011,72,5
43403012,1741,338
43403013,52,5
43403014,66,84
43403015,155,68
43403016,103,48
43403018,677,102
43403019,1263,115
43403020,161,29
43403021,819,83
43403022,253,38
43403023,445,103
43403024,258,76
43403025,656,51
43403026,227,51
43404001,405,125
43404002,158,10
43404003,569,38
43404004,249,34
43404005,341,126
43404006,317,50
43404007,1020,58
43404009,456,29
43404010,339,78
43404011,271,13
43404012,128,14
43404013,134,29
43404014,212,23
43404015,1617,73
43404016,87,54
43404017,73,21
43404018,106,10
43404019,79,62
43405001,312,55
43405002,175,46
43405003,929,104
43405004,13,2
43405005,40,20
43405006,67,17
43405007,46,16
43405009,43,33
43405010,5,4
43405011,300,242
43405013,1372,76
43405014,39,20
43405016,18,20
43405018,26,15
43405019,55,57
43405020,139,151
43405021,75,42
43405023,7,364
43405024,26,1
43405026,10,30
43405029,496,28
43405032,56,51
43405033,33,90
43405034,86,74
43405036,287,232
43405037,163,151
43405038,69,12
43405039,217,184
43405040,4,2
43405041,46,23
43405042,25,9
43405043,34,22
43405044,39,24
43405045,33,55
43405046,69,47
43405049,55,99
43405050,4,3
43405051,6,7
43405052,1429,176
43405053,52,62
43405054,17,21
43405055,41,37
43405056,45,10
43405057,7,23
43405058,1,3
43405059,6,0
43405060,142,91
43405061,7,39
43405062,4,7
43406001,203,49
43406002,418,55
43406003,566,666
43406004,153,15
43406005,108,22
43406006,230,28
43406007,276,74
43406008,350,27
43406009,351,58
43406010,323,110
43406011,50,17
43406012,165,85
43406013,64,2
43406014,94,7
43406015,300,20
43406016,168,23
43406017,956,159
43407001,29,21
43407002,13,23
43407003,169,32
43407004,85,11
43407005,174,90
43407006,122,42
43407007,217,43
43407008,272,44
43407009,55,6
43407010,105,17
43407011,106,23
43407012,432,122
43407014,130,21
43407015,372,36
43407016,150,24
43407017,284,80
43407018,75,9
43407019,55,8
43407020,60,13
43408001,71,3
43408002,7,25
43408003,33,2
43408004,85,56
43408005,17,3
43408006,329,106
43408007,48,58
43408008,99,7
43408009,18,10
43408010,160,70
43408011,12,7
43408012,25,3
43408013,41,23
43408014,23,12
43408015,14,41
43408016,12,3
43408017,63,19
43408018,34,4
43408019,113,68
43408020,325,83
43409001,190,173
43409002,1117,336
43409003,205,181
43410002,7,0
43410003,22,31
43410004,47,14
43410005,11,0
43410007,18,7
43410008,548,39
43410009,3,23
43410010,24,1
43410011,48,9
43410012,52,30
43410013,21,11
43410014,36,15
43410015,44,17
43410016,21,7
43410018,355,27
43410019,25,35
43410020,46,33
43410021,53,3
43410022,178,38
43410023,32,5
43410024,26,2
43410025,17,130
43410026,49,0
43410027,28,0
43410028,73,1
43410029,452,61
43410030,44,7
43410031,127,13
43410032,19,0
43410033,43,12
43410034,85,13
43410035,5,3
43410037,53,10
43411001,187,48
43411002,9,124
43411003,260,89
43411004,270,30
43411005,50,10
43411006,257,65
43411007,291,37
43411008,94,23
43411010,364,66
43411011,160,42
43411012,295,63
43411013,273,79
43411014,222,71
43411015,527,54
43412001,86,2
43412002,24,0
43412003,17,0
43412004,34,0
43412005,19,0
43412006,52,2
43412007,16,0
43412008,20,0
43412009,13,0
43412010,66,6
43412011,56,4
43412012,301,4
43412013,385,17
43412014,30,4
43412015,54,1
43412016,34,1
43412017,33,6
43412018,20,3
43412019,17,2
43412020,21,1
43412021,109,11
43412022,84,2
43412023,236,2
43413001,444,87
43413002,67,10
43413003,79,50
43413004,48,34
43413005,183,127
43413006,322,122
43413007,26,6
43413008,141,101
43413009,75,52
43413010,50,12
43413011,163,16
43413012,29,3
43413013,12,4
43413014,116,10
43413015,25,3
43413016,696,199
43414001,100,29
43414002,249,75
43414003,207,46
43414004,180,74
43414005,368,67
43414006,68,21
43414007,390,86
43414008,118,12
43414009,139,17
43414010,42,19
43414011,57,4
43414012,203,16
43414013,156,18
43414014,135,45
43414015,162,58
43415001,27,46
43415002,71,3
43415003,215,30
43415004,180,17
43415005,69,32
43415006,117,31
43415007,57,26
43415008,168,23
43415009,11,26
43415010,37,24
43415011,104,26
43415012,41,56
43415013,212,39
43415014,27,55
43415015,69,15
43415016,47,28
43415017,94,25
43415018,65,7
43415019,144,3
43415020,133,43
43415021,144,13
43415022,14,37
43415023,216,27
43415024,18,3
43416001,6,87
43416002,55,7
43416003,74,24
43416004,1,40
43416005,7,1
43416007,48,13
43416008,26,80
43416010,36,1
43416011,133,8
43416012,22,30
43416013,53,8
43416014,63,14
43416015,103,20
43416016,46,7
43416017,36,12
43416018,245,20
43416019,11,2
43416020,24,5
43416021,122,17
43416022,65,14
43416023,144,6
43416024,104,12
43416025,148,15
43416026,91,3
43416027,46,6
43416028,53,16
43416029,85,13
43416030,52,6
43416031,43,8
43416032,13,4
43416033,183,12
43416034,51,11
43416035,137,4
43416036,13,35
43416037,118,18
43416038,305,13
43416039,4,28
43416040,77,10
43416041,206,1
43416042,10,1
43417001,206,10
43417002,201,11
43417003,203,6
43417004,60,2
43417005,123,0
43417006,45,2
43417007,345,21
43417008,325,8
43417009,298,16
43417010,112,12
43417011,103,7
43417012,49,2
43417013,177,16
43417014,63,15
43417015,67,9
43417016,145,8
43417017,84,3
43417018,52,17
43417019,142,7
43417020,48,35
43417021,42,3
43417022,64,3
43417023,112,21
43417024,141,4
43417025,132,2
43417026,65,12
43417027,33,0
43417028,282,51
43417029,239,3
43417030,69,15
43417031,114,10
43417032,62,3
43417033,57,4
43417034,89,10
43417035,246,6
43417036,25,1
43417037,60,17
43417038,40,6
43417039,43,2
43417040,140,4
43417041,49,5
43417042,57,3
43417043,99,22
43417044,52,0
43417045,174,25
43417046,27,19
43417047,42,0
43417048,66,8
43417049,113,7
43417050,3,1
43417052,104,30
43417053,425,43
43418001,716,92
43418002,14,0
43418003,31,0
43418004,80,29
43418005,126,92
43418006,135,88
43418007,73,46
43418008,85,15
43418009,341,89
43419001,44,36
43419002,714,106
43419003,93,22
43419004,140,61
43419005,116,69
43419006,134,66
43419007,67,33
43419008,40,29
43419009,324,19
43419010,91,29
43419011,204,30
43419012,248,20
43419013,53,5
43419014,149,46
43419015,75,10
43419016,105,18
43420001,106,7
43420002,308,55
43420003,330,79
43420004,92,108
43420005,284,64
43420006,48,12
43420007,142,24
43420008,214,104
43420009,43,48
43420010,400,90
43420011,24,104
43420012,245,37
43420013,322,65
43421001,270,76
43421002,289,46
43421003,96,79
43421004,468,114
43421005,318,60
43421006,152,72
43421007,278,10
43421008,362,127
43422001,151,110
43422002,197,143
43422003,58,61
43422004,65,81
43422005,79,8
43422006,58,63
43422007,586,39
43422008,316,33
43422009,133,85
43422010,97,151
43422011,255,15
43422012,319,256
43422014,250,56
43422015,82,16
43422016,106,61
43422017,180,64
43422018,86,114
43423001,73,17
43423002,4,3
43423003,24,3
43423004,14,6
43423005,342,25
43423006,17,2
43423007,20,3
43423008,167,17
43423009,138,18
43423010,378,23
43423011,357,15
43424001,326,34
43424002,118,7
43424004,100,27
43424005,427,36
43424006,104,20
43424007,42,3
43424008,80,6
43424009,77,12
43424012,17,13
43424013,84,23
43424014,32,9
43424016,14,0
43424018,12,0
43424019,31,1
43424020,23,2
43424022,3,0
43424024,4,0
43424028,275,7
43424029,58,1
43424030,23,6
43424033,6,4
43424034,256,13
43424035,26,7
43424036,328,46
43424040,69,3
43424041,122,34
43424042,34,15
43424043,82,14
43424044,355,13
43424045,31,3
43424046,62,3
43424047,27,15
43424048,28,21
43424049,223,86
43424050,492,90
43424051,55,1
43424052,165,17
43424053,48,6
43424054,49,7
43424055,31,9
43424056,20,0
43424057,80,6
43424058,53,8
43424059,72,12
43424060,27,4
43424061,84,25
43424062,95,11
43424063,19,11
43424064,52,13
43424065,338,46
43424066,233,12
43424067,57,11
43424068,312,22
43424069,46,19
43424070,33,2
43424071,59,11
43424072,55,18
43424073,221,6
43424074,328,17
43424075,59,0
43424076,32,18
43424077,53,7
43424078,55,5
43424079,58,2
43424080,35,15
43424081,89,24
43424082,312,8
43424083,537,24
43425001,127,35
43425002,127,16
43425003,184,101
43425004,87,53
43425006,156,53
43425007,109,26
43425008,54,26
43425013,440,37
43425014,216,53
43425015,1074,108
43425016,244,37
43425017,35,14
43425018,97,29
43425019,86,45
43425020,162,30
43425021,52,1
43425022,109,16
43426001,11,6
43426002,86,0
43426003,94,0
43426004,317,32
43426005,116,0
43426006,565,2
43426007,116,57
43426008,271,26
43426009,54,6
43426010,355,51
43426011,476,3
43426012,307,21
43426013,260,0
43426014,76,0
43426015,34,1
43426016,66,2
43426017,38,0
43426018,93,2
43426019,431,22
43426020,97,4
43426021,316,31
43426022,333,6
43426023,754,110
43426024,271,51
43426025,195,10
43426026,258,1
43427001,169,33
43427002,346,41
43427003,303,51
43427004,121,67
43427005,269,48
43427006,161,59
43427007,230,81
43427008,268,101
43427009,101,32
43427010,86,25
43427011,49,31
43427012,127,52
43427013,92,21
43427014,82,24
43427015,71,10
43427016,98,60
43427018,155,52
43427019,178,23
43427020,120,31
43427021,148,18
43427022,80,9
43427023,140,42
43427024,179,53
43427025,217,48
43427026,168,123
43428001,2485,221
43428002,135,45
43428003,200,15
43428004,139,30
43428005,131,23
43428006,310,38
43428007,130,29
43428008,71,12
43428009,352,122
43428010,3,80
43428011,12,2
43428012,31,2
43428015,38,12
43428016,601,46
43428018,115,25
43428020,127,10
43428022,447,70
43428023,45,6
43429001,1,0
43429002,114,5
43429003,2,0
43429005,147,38
43429006,403,38
43429007,46,31
43429008,59,10
43429009,125,22
43429010,64,16
43429011,79,26
43429012,322,52
43429013,46,7
43429015,245,47
43429016,218,95
43429017,54,24
43429019,369,100
43429020,80,29
43429021,3,1
43429022,41,7
43429023,128,16
43430001,134,24
43430002,80,95
43430003,349,54
43430004,591,38
43430005,185,16
43430007,419,20
43430008,159,21
43430009,152,26
43430010,724,68
45601001,192,53
45601002,35,29
45601003,267,93
45601004,37,47
45601005,227,94
45601006,44,28
45601008,150,56
45601009,151,69
45601010,112,46
45601011,166,61
45601012,75,24
45601013,127,6
45602001,110,55
45602002,50,40
45602003,50,33
45602004,102,25
