region,province,city_or_municipality,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,total,percentage_to_total
X (Northern Mindanao),Misamis Oriental,Gingoog City,14,10,7,15,16,22,11,10,11,12,8,19,24,17,39,37,33,38,84,67,77,77,52,39,30,769,
X (Northern Mindanao),Misamis Oriental,Gitagum,-,-,-,2,-,3,1,-,1,6,2,-,-,-,4,1,2,3,1,1,2,-,2,5,5,41,
X (Northern Mindanao),Misamis Oriental,Initao,6,-,7,7,7,1,3,6,4,5,7,4,6,1,5,8,10,10,14,8,7,7,7,13,10,163,
X (Northern Mindanao),Misamis Oriental,Jasaan,9,2,4,14,-,7,2,6,7,7,2,8,3,4,6,10,17,6,13,17,7,10,19,15,24,219,
X (Northern Mindanao),Misamis Oriental,Kinoguitan,2,1,-,1,-,7,8,2,4,1,-,2,-,2,2,-,1,5,6,5,4,5,3,-,1,62,
X (Northern Mindanao),Misamis Oriental,Lagonglong,-,-,1,2,1,1,1,-,2,3,-,2,1,-,2,2,4,2,5,4,1,1,5,6,6,52,
X (Northern Mindanao),Misamis Oriental,Laguindingan,1,1,-,-,3,2,2,-,3,1,1,-,2,1,2,5,4, ,4,3,2,3,2,3,7,52,
X (Northern Mindanao),Misamis Oriental,Libertad,-,6,-,-,-,2,-,2,2,-,1,1,1,3,1,1,6,1, ,4,7,4,3,3,5,53,
X (Northern Mindanao),Misamis Oriental,Lugait,-,5,-,1,4,6,-,1,1,2,2,7,4,1,1,3,5,7,7,9,3,8,2,11,9,99,
X (Northern Mindanao),Misamis Oriental,Magsaysay (Linugos),1,5,-,2,2,3,3,7,1,3,3,-,2,2,4,5,1,4,8,5,12,5,4,13,8,103,
X (Northern Mindanao),Misamis Oriental,Manticao,1,2,3,6,2,7,12,6,5,11,3,1,12,4,9,6,13,10,10,10,5,12,8,11,7,176,
X (Northern Mindanao),Misamis Oriental,Medina,1,3,3,5,3,7,2,3,2,5,1,3,2,5,4,2,7,4,4,6,9,5,9,12,13,120,
X (Northern Mindanao),Misamis Oriental,Naawan,1,4,1,3,2,1,7,2,1,6,5,6,9,6,8,4,1,9,4,6,10,13,9,8,8,134,
X (Northern Mindanao),Misamis Oriental,Opol,1,3,6,2,2,12,13,5,-,2,15,14,14,11,18,13,17,31,36,27,28,33,44,42,21,410,
X (Northern Mindanao),Misamis Oriental,Salay,-,2,1,-,2,-,6,1,3,-,-,1,2,1,3,1,-,-,3,7,7,6,12,5,3,66,
X (Northern Mindanao),Misamis Oriental,Sugbongcogon,-,-,1,-,-,-,2,-,-,-,-,-,1,-,2,-,-,-,1,-,-,1,1,-,2,11,
X (Northern Mindanao),Misamis Oriental,Tagoloan,4,-,2,4,7,7,4,5,3,19,13,14,7,6,12,10,8,13,33,19,15,27,20,18,38,308,
X (Northern Mindanao),Misamis Oriental,Talisayan,2,7,3,7,3,1,-,2,2,4,4,6,2,2,5,2,1,3,6,7,6,1,8,1,5,90,
X (Northern Mindanao),Misamis Oriental,Villanueva,-,1,2,3,3,3,-,3,1,1,1,3,13,2,3,4,10,3,9,19,11,13,21,10,8,147,
X (Northern Mindanao),Misamis Oriental,Not Reported,3,1,1,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,8,
X (Northern Mindanao),Lanao Del Norte,Bacolod,-,-,2,2,2,4,3,8,1,-,-,4,3,3,5,6,2,8,4,3,3,6,3,6,5,83,
X (Northern Mindanao),Lanao Del Norte,Baloi,-,-,-,-,-,1,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3,-,7,
X (Northern Mindanao),Lanao Del Norte,Baroy,1,2,2,3,5,9,9,9,-,3,1,2,5,8,1,9,12,18,9,11,6,15,15,9,13,177,
X (Northern Mindanao),Lanao Del Norte,Iligan City,53,54,67,83,84,91,110,100,110,140,98,96,190,192,189,203,258,302,370,278,249,246,203,253,280,4299,
X (Northern Mindanao),Lanao Del Norte,Kapatagan,2,1,-,4,-,5,6,2,4,4,1,7,3,2,5,4,10,7,20,7,3,4,6,14,8,129,
X (Northern Mindanao),Lanao Del Norte,Kauswagan,2,-,-,5,-,3,2,2,4,7,2,3,10,7,2,1,9,5,14,7,6,11,2,2,1,107,
X (Northern Mindanao),Lanao Del Norte,Kolambugan,-,1,7,5,6,5,4,11,4,11,6,8,5,11,4,10,7,1,12,6,5,12,10,15,4,170,
X (Northern Mindanao),Lanao Del Norte,Lala,4,6,1,6,7,9,7,18,6,6,7,7,10,8,6,11,13,14,19,17,14,8,29,28,24,285,
X (Northern Mindanao),Lanao Del Norte,Linamon,2,1,-,2,2,8,2,-,10,2,2,3,12,8,5,13,12,4,12,4,5,13,7,10,3,142,
X (Northern Mindanao),Lanao Del Norte,Magsaysay,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,
X (Northern Mindanao),Lanao Del Norte,Maigo,1,-,-,-,3,3,1,7,1,2,-,3,5,2,6,2,4,1,10,7,4,1,1,2,7,73,
X (Northern Mindanao),Lanao Del Norte,Salvador,-,-,-,-,-,2,1,-,-,-,-,1,-,-,1,7,1,-,1,2,1,3,1,-,8,29,
X (Northern Mindanao),Lanao Del Norte,Sapad,-,-,-,-,-,3,-,1,1,-,1,2,-,-,-,-,-,-,-,2,-,-,-,1,-,11,
X (Northern Mindanao),Lanao Del Norte,Sultan Naga Dimaporo (Karomatan),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1, ,-,-,1,-,-,1,3,
X (Northern Mindanao),Lanao Del Norte,Tagoloan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,
X (Northern Mindanao),Lanao Del Norte,Tubod (Capital),10,4,3,16,3,23,9,12,17,4,10,7,11,8,8,9,10,6,22,14,13,18,11,11,18,277,
X (Northern Mindanao),Lanao Del Norte,Not Reported,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,
XI (Davao Region),Davao Del Norte,Asuncion (Saug),2,-,-,2,-,7,7,-,-,2,-,3,13,11,5,3,6,17,28,21,8,12,12,12,21,192,
XI (Davao Region),Davao Del Norte,Braulio E. Dujali,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,4,2,1,1,2,3,2,21,
XI (Davao Region),Davao Del Norte,Carmen,8,-,-,2,-,1,3,1,3,3,3,2,8,11,10,12,16,5,12,16,16,5,11,14,18,180,
XI (Davao Region),Davao Del Norte,City Of Tagum (Capital),13,26,20,18,20,42,35,42,38,41,20,46,110,68,99,116,149,173,231,218,226,176,187,190,244,2548,
XI (Davao Region),Davao Del Norte,Island Garden City Of Samal,-,3,4,-,4,-,3,-,4,2,1,15,14,14,16,12,21,15,14,37,21,30,16,23,28,297,
XI (Davao Region),Davao Del Norte,Kapalong,2,2,-,1,-,5,1,1,3,3,9,5,4,6,6,9,7,8,8,13,6,7,11,19,12,148,
XI (Davao Region),Davao Del Norte,New Corella,1,-,-,-,-,1,1,-,3,-,-,1,-,-,1,3,4,1,3,7,7,9,5,6,4,57,
XI (Davao Region),Davao Del Norte,Panabo,8,1,5,20,13,18,27,13,18,22,35,29,35,47,39,49,67,86,76,59,90,80,91,88,93,1109,
XI (Davao Region),Davao Del Norte,Santo Tomas,1,4,5,9,6,6,4,1,1,6,4,9,15,14,9,15,8,20,26,27,17,37,21,36,34,335,
XI (Davao Region),Davao Del Norte,Talaingod,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,2,-,1,1,-,-,-,-,-,-,7,
XI (Davao Region),Davao Del Norte,Not Reported,8,5,8,7,4,9,6,12,5,13,7,7,2,1,1,-,-,-,2,1,-,-,-,-,-,98,
XI (Davao Region),Davao Del Sur,Bansalan,7,3,4,8,2,2,14,6,1,5,3,7,36,16,18,17,21,23,32,23,25,36,22,33,53,417,
XI (Davao Region),Davao Del Sur,Davao City,308,306,286,371,435,514,511,428,525,495,395,572,899,958,1258,1296,1465,1553,1884,1881,1820,1605,1680,1794,2126,25365,
XI (Davao Region),Davao Del Sur,Digos (Capital),16,17,16,21,42,42,63,32,40,58,20,31,55,56,76,78,101,108,86,138,123,110,124,102,176,1731,
XI (Davao Region),Davao Del Sur,Don Marcelino,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,2,
XI (Davao Region),Davao Del Sur,Hagonoy,9,2,6,16,6,7,15,15,6,16,3,6,4,18,14,3,15,15,12,27,28,10,12,17,32,314,
XI (Davao Region),Davao Del Sur,Jose Abad Santos (Trinidad),-,-,-,-,-,1,-,-,-,1,-,-,-,3,-,45,21,1,2,7,4,8,-,9,-,102,
XI (Davao Region),Davao Del Sur,Kiblawan,1,5,1,-,4,3,3,1,-,1,-,1,2,1,2,2,-,4, ,5,4,2,-,3,2,47,
XI (Davao Region),Davao Del Sur,Magsaysay,2,1,-,2,2,1,3,4,1,1,-,5,5,17,6,1,4,4,6,9,12,11,8,21,25,151,
XI (Davao Region),Davao Del Sur,Malalag,5,5,1,3,3,-,6,-,-,-,1,1,3,5,6,6,6,4,10,13,4,3,4,13,9,111,
XI (Davao Region),Davao Del Sur,Malita,1,2,-,4,2,1,-,4,-,3,5,-,1,1,10,5,5,4,4,5,4,5,14,4,8,92,
XI (Davao Region),Davao Del Sur,Matanao,1,-,5,3,3,3,3,8,2,1,4,-,4,5,3,4,2,10,7,5,3,10,18,21,26,151,
XI (Davao Region),Davao Del Sur,Padada,-,3,12,6,4,1,7,3,7,17,7,6,9,10,17,12,13,14,16,29,9,9,16,17,20,264,
XI (Davao Region),Davao Del Sur,Santa Cruz,1,9,6,8,3,6,6,6,10,5,5,10,75,24,31,78,72,68,61,41,77,48,38,60,46,794,
XI (Davao Region),Davao Del Sur,Santa Maria,1,1,1,2,1,-,-,1,-,1,-,-,3,1,3,2,1,3,3,2,1,3,3,2,4,39,
XI (Davao Region),Davao Del Sur,Sarangani,-,-,-,-,-,-,1,1,7,3,-,-,-,-,1,-,-,-,-,-,-,-,-,1,2,16,
XI (Davao Region),Davao Del Sur,Sulop,-,-,1,4,2,2,1,1,3,5,-,5,2,2,5,3,4,3,6,5,8,4,3,5,6,80,
XI (Davao Region),Davao Del Sur,Not Reported,-,2,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,1, ,1,-,-,-,-,-,7,
XI (Davao Region),Davao Oriental,Baganga,1,-,-,2,2,1,1,6,1,1,1,4,2,4,9,7,11,12,4,6,11,3,2,-,7,98,
XI (Davao Region),Davao Oriental,Banaybanay,-,-,-,-,-,1,3,1,1,-,2,4,1,3,1,-,1,3,8,9,7,3,4,7,11,70,
XI (Davao Region),Davao Oriental,Boston,-,-,-,-,-,2,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,
XI (Davao Region),Davao Oriental,Caraga,-,-,-,-,-,1,5,-,-,-,1,-,1,-,-,2,-,1,1,1,-,1,1,-,1,16,
XI (Davao Region),Davao Oriental,Cateel,-,-,-,-,1,-,2,-,3,1,-,-,-,2,1,-,1,-,3,8,2,1,6,3,5,39,
XI (Davao Region),Davao Oriental,Governor Generoso,-,1,1,-,-,-,-,1,-,-,1,4,7,35,14,34,18,16,20,11,20,10,3,12,14,222,
XI (Davao Region),Davao Oriental,Lupon,4,-,-,2,2,2,2,2,4,2,10,8,6,3,3,8,10,7,18,9,15,9,17,9,10,162,
XI (Davao Region),Davao Oriental,Manay,-,-,-,1,3,-,1,-,-,-,-,-,1,5,-,3,2,-,1,3,2,2,1,2,4,31,
XI (Davao Region),Davao Oriental,Mati (Capital),6,8,2,5,6,10,10,4,8,7,7,9,5,9,17,12,15,25,18,25,13,28,22,31,32,334,
XI (Davao Region),Davao Oriental,San Isidro,1,-,-,6,2,1,-,1,1,-,2,2,2,2,7,6,4,3,3,7,4,6,7,8,8,83,
XI (Davao Region),Davao Oriental,Tarragona,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2, ,-,2,-,1,-,1,6,
XI (Davao Region),Davao Oriental,Not Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1, ,-,-,-,-,-,-,1,
XI (Davao Region),Compostela Valley,Compostela,-,-,1,-,6,-,3,-,2,1,3,3,6,1,3,7,4,12,14,15,14,11,15,16,17,154,
XI (Davao Region),Compostela Valley,Laak (San Vicente),-,-,-,-,-,-,2,-,-,-,-,-,1,-,-,4,-,5,1,3,1,-,4,-,3,24,
XI (Davao Region),Compostela Valley,Mabini (Do na Alicia),-,1,2,1,2,2,4,1,-,-,1,1,2,1,5,29,21,10,12,10,8,16,18,19,19,185,
XI (Davao Region),Compostela Valley,Maco,-,2,5,2,5,8,4,2,10,4,5,3,2,8,11,8,7,16,14,12,9,8,13,20,14,192,
XI (Davao Region),Compostela Valley,Maragusan (San Mariano),-,1,-,-,1,-,-,-,-,-,-,-,1,-,3,2,-,3,4,6,1,5,4,7,3,41,
XI (Davao Region),Compostela Valley,Mawab,5,5,-,-,1,1,-,5,4,1,2,3,1,-,1,5,8,10,11,7,12,15,6,3,4,110,
XI (Davao Region),Compostela Valley,Monkayo,-,7,3,5,5,7,2,4,1,-,1,3,-,4,2,7,2,10,10,7,2,5,7,6,15,115,
XI (Davao Region),Compostela Valley,Montevista,-,-,-,-,1,-,2,1,1,2,1,1,1,1,-,3,1,1,1,6,3,2,2,2,4,36,
XI (Davao Region),Compostela Valley,Nabunturan,1,2,7,12,7,5,13,7,7,3,5,12,10,7,7,18,18,8,21,11,11,13,21,18,14,258,
XI (Davao Region),Compostela Valley,New Bataan,1,-,3,1,1,2,4,-,-,1,2,2,4,-,2,1,2,8,3,11,8,6,4,11,10,87,
XI (Davao Region),Compostela Valley,Pantukan,1,3,-,-,2,-,3,2,2,1,5,2,8,11,4,7,6,6,5,4,3,2,5,17,10,109,
XII (SOCCSKSARGEN),South Cotabato,Banga,3,5,10,-,9,12,9,5,23,3,3,7,8,12,8,6,8,14,15,23,13,17,22,43,19,297,
XII (SOCCSKSARGEN),South Cotabato,General Santos City (Dadiangas),33,44,50,55,68,68,68,85,88,58,70,62,95,93,122,147,148,197,282,310,264,252,290,250,279,3478,
XII (SOCCSKSARGEN),South Cotabato,Koronadal (Capital),14,23,30,11,35,33,40,36,54,44,28,33,32,45,40,39,58,72,102,81,88,94,93,86,94,1305,
XII (SOCCSKSARGEN),South Cotabato,Lake Sebu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,5,2,2,2,13,
XII (SOCCSKSARGEN),South Cotabato,Norala,3,2,-,1,2,3,6,2,6,2,5,1,1,3,6,11,2,3,4,9,3,5,3,10,4,97,
XII (SOCCSKSARGEN),South Cotabato,Polomolok,7,3,3,6,8,9,5,13,4,25,17,14,38,34,27,27,35,43,66,66,57,87,66,38,42,740,
XII (SOCCSKSARGEN),South Cotabato,Santo Ni no,-,-,-,-,-,-,-,-,-,-,2,1,-,1,1,2,1,4,5,5,4,8,4,3,11,52,
XII (SOCCSKSARGEN),South Cotabato,Surallah,-,1,2,3,-,5,11,7,3,9,9,4,7,7,13,4,5,11,20,9,11,13,16,21,20,211,
XII (SOCCSKSARGEN),South Cotabato,Tampakan,-,2,-,-,4,8,1,2,1,5,2,4,5,4,3,3,1,2,5,7,5,4,1,6,8,83,
XII (SOCCSKSARGEN),South Cotabato,Tantangan,-,-,2,1,7,1,2,1,5,6,1,7,2,3,4,5,6,3,1,5,8,5,12,11,6,104,
XII (SOCCSKSARGEN),South Cotabato,T'Boli,1,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-,-,2,-,5,-,-,7,4,22,
XII (SOCCSKSARGEN),South Cotabato,Tupi,2,1,1,-,3,3,13,1,3,1,7,5,6,12,7,11,6,5,21,21,5,10,19,10,4,177,
XII (SOCCSKSARGEN),South Cotabato,Not Reported,-,-,3,1,2,1,2,-,-,-,-,3,-,-,-,-,-,2, ,-,-,-,-,-,-,14,
XII (SOCCSKSARGEN),Sarangani,Alabel (Capital),-,-,1,1,1,-,-,1,-,-,1,1,-,1,2,2,4,4,1,3,6,5,2,13,7,56,
XII (SOCCSKSARGEN),Sarangani,Glan,1,-,1,4,6,-,3,1,10,3,1,9,4,1,1,16,34,17,8,40,29,7,5,18,17,236,
XII (SOCCSKSARGEN),Sarangani,Kiamba,1,2,2,19,8,15,4,2,10,12,7,2,13,8,17,21,20,15,17,26,21,16,14,24,12,308,
XII (SOCCSKSARGEN),Sarangani,Maasim,-,-,-,-,1,-,-,-,1,-,-,1,5,1,24,15,8,8,9,14,11,11,6,3,9,127,
XII (SOCCSKSARGEN),Sarangani,Maitum,-,5,-,-,2,-,-,3,9,5,-,2,1,2,-,3,5,3,6,4,7,3,8,8,4,80,
XII (SOCCSKSARGEN),Sarangani,Malapatan,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,3,3,1,3,2,1,2,-,-,-,18,
XII (SOCCSKSARGEN),Sarangani,Malungon,-,1,1,7,2,-,-,-,-,1,3,-,6,4,2,3,4,4,4,6,5,3,6,1,5,68,
XII (SOCCSKSARGEN),Sarangani,Not Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2, ,-,-,-,-,-,-,2,
XII (SOCCSKSARGEN),North Cotabato,Alamada,-,-,-,1,-,2,7,-,-,3,1,1,-,2,4,2,3,6,11,2,1,8,1,5,1,61,
XII (SOCCSKSARGEN),North Cotabato,Aleosan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,1, ,-,2,-,1,-,-,9,
XII (SOCCSKSARGEN),North Cotabato,Antipas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,3,-,3,-,2,10,24,
XII (SOCCSKSARGEN),North Cotabato,Arakan,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-,2,-,-,1,2,-,2,3,9,22,
XII (SOCCSKSARGEN),North Cotabato,Banisilan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1, ,-,-,1,1,-,-,4,
XII (SOCCSKSARGEN),North Cotabato,Carmen,-,-,-,-,2,1,2,-,-,-,2,-,2,4,4,1,1,-,1,2,2,-,-,3,1,28,
XII (SOCCSKSARGEN),North Cotabato,City Of Kidapawan (Capital),11,11,20,8,23,9,11,12,9,10,16,19,23,28,30,30,38,34,50,52,54,35,57,71,74,735,
XII (SOCCSKSARGEN),North Cotabato,Kabacan,1,8,4,1,2,16,10,8,4,6,8,3,9,7,2,6,10,1,6,10,4,8,18,14,19,185,
XII (SOCCSKSARGEN),North Cotabato,Libungan,-,1,-,2,-,2,5,2,3,2,2,-,-,-,1,2,2,3,10,6,4,2,3,4,3,59,
XII (SOCCSKSARGEN),North Cotabato,M`Lang,4,1,-,2,2,1,12,1,6,3,6,4,6,5,8,4,4,11,15,7,11,6,11,12,21,163,
XII (SOCCSKSARGEN),North Cotabato,Magpet,-,3,1,-,-,1,-,2,2,1,4,4,3,2,-,4,3,12,1,1,9,6,7,1,10,77,
XII (SOCCSKSARGEN),North Cotabato,Makilala,4,-,4,1,2,5,4,1,7,6,1,9,7,7,5,7,7,3,11,17,13,18,11,15,11,176,
XII (SOCCSKSARGEN),North Cotabato,Matalam,-,1,-,-,-,3,2,2,1,3,-,3,2,-,1,-,-,2,1,2,2,2,2,1,7,37,
XII (SOCCSKSARGEN),North Cotabato,Midsayap,4,7,11,2,11,8,5,9,16,5,22,6,3,3,13,13,18,30,50,34,21,20,54,33,39,437,
XII (SOCCSKSARGEN),North Cotabato,Pigkawayan,1,-,4,1,5,5,1,-,2,2,4,2,-,5,2,4,5,12,5,7,8,3,10,11,7,106,
XII (SOCCSKSARGEN),North Cotabato,Pikit,-,-,4,-,5,5,-,1,-,3,1,3,1,6,3,2,2,1,4,3,8,3,3,4,2,64,
XII (SOCCSKSARGEN),North Cotabato,President Roxas,-,-,-,1,-,-,-,-,-,1,3,-,2,1,-,-,1,2,1,6,6,10,2,4,4,44,
XII (SOCCSKSARGEN),North Cotabato,Tulunan,-,-,1,1,2,1,-,-,3,-,-,-,1,-,3,-,1,1,6,1,3,2,-,3,4,33,
XII (SOCCSKSARGEN),North Cotabato,Not Reported,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,1, ,-,-,-,-,-,-,5,
XII (SOCCSKSARGEN),North Cotabato,Cotabato City,21,22,29,27,31,28,22,25,20,14,15,11,26,34,28,41,55,57,76,44,38,27,57,31,47,826,
XII (SOCCSKSARGEN),Sultan Kudarat,Bagumbayan,-,-,-,-,-,-,-,1,-,-,2,-,-,-,2,2,-,2,2,2,-,5,2,-,1,21,
XII (SOCCSKSARGEN),Sultan Kudarat,Columbio,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,4,
XII (SOCCSKSARGEN),Sultan Kudarat,Esperanza,-,-,-,4,3,2,-,1,3,-,-,3,4,1,2,5,7,3,14,4,9,8,2,8,7,90,
XII (SOCCSKSARGEN),Sultan Kudarat,Isulan (Capital),3,6,1,4,5,14,5,5,3,8,9,5,7,7,12,3,19,10,8,9,8,15,9,8,20,203,
XII (SOCCSKSARGEN),Sultan Kudarat,Kalamansig,-,-,-,1,-,-,1,1,-,-,1,1,1,1,2,-,-,-,-,-,-,2,1,-,1,13,
XII (SOCCSKSARGEN),Sultan Kudarat,Lambayong (Mariano Marcos),1,-,1,-,1,-,1,-,-,-,7,-,-,1,-,-,6,3,3,9,8,6,2,13,4,66,
XII (SOCCSKSARGEN),Sultan Kudarat,Lebak,1,1,1,-,4,3,1,-,3,-,-,2,5,2,2,-,2,2,4,3,5,9,5,7,9,71,
XII (SOCCSKSARGEN),Sultan Kudarat,Lutayan,-,-,-,-,5,1,2,-,-,-,2,-,-,1,2,1,1,3,2,-,1,3,1,-,-,25,
XII (SOCCSKSARGEN),Sultan Kudarat,Palimbang,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,2,
XII (SOCCSKSARGEN),Sultan Kudarat,President Quirino,-,3,-,-,-,-,1,-,1,2,-,-,3,-,1,2,-,3,3,7,5,3,4,8,5,51,
XII (SOCCSKSARGEN),Sultan Kudarat,Sen. Ninoy Aquino,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,2,
XII (SOCCSKSARGEN),Sultan Kudarat,Tacurong,2,22,7,6,2,7,9,11,8,10,9,10,12,20,13,14,21,26,19,28,31,45,35,16,20,403,
XII (SOCCSKSARGEN),Sultan Kudarat,Not Reported,-,-,1,-,3,-,-,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,7,
XII (SOCCSKSARGEN),Soccsksargen,Soccsksargen,118,176,195,171,267,272,265,241,310,254,272,248,342,370,419,467,557,645,877,891,800,797,870,833,884,11541,0.72
XIII (Caraga),Agusan Del Norte,Buenavista,3,2,6,6,7,6,7,4,8,8,8,8,9,8,11,9,12,11,25,24,30,27,22,28,21,310,
XIII (Caraga),Agusan Del Norte,Butuan City (Capital),56,41,63,59,69,69,79,65,81,85,55,90,108,106,120,133,156,155,256,207,187,221,172,204,192,3029,
XIII (Caraga),Agusan Del Norte,Cabadbaran,8,14,9,6,18,7,11,6,13,11,8,15,10,19,18,15,16,18,36,44,17,46,36,24,41,466,
XIII (Caraga),Agusan Del Norte,Carmen,2,-,-,-,1,1,1,1,4,2,1,2,3,2,1,1,3,3,3,1,2,1,1,1,3,40,
XIII (Caraga),Agusan Del Norte,Jabonga,1,-,1,-,1,1,1,-,3,3,-,1,1,1,4,1,1,2,2,2,-,3,1,2,2,34,
XIII (Caraga),Agusan Del Norte,Kitcharao,-,-,-,2,1,-,1,1,1,-,-,3,3,1,3,1,2,4,2,3,3,5,2,6,7,51,
XIII (Caraga),Agusan Del Norte,Las Nieves,-,-,1,2,-,-,-,1,-,2,1,-,-,1,1,-,-,-,5,1,-,3,1,4,7,30,
XIII (Caraga),Agusan Del Norte,Magallanes,-,3,8,-,1,-,3,-,2,4,2,3,2,1,2,2,4,4,8,13,7,7,9,5,17,107,
XIII (Caraga),Agusan Del Norte,Nasipit,6,7,9,12,8,10,17,6,21,11,7,13,9,15,11,8,10,10,26,13,28,20,29,14,15,335,
XIII (Caraga),Agusan Del Norte,Remedios T. Romualdez,-,-,-,-,-,-,-,-,-,-,-,3,2,1,-,-,1,1,3,2,4,4,5,2,5,33,
XIII (Caraga),Agusan Del Norte,Santiago,4,-,-,1,-,1,-,2,-,2,-,-,-,1,1,-,-,1,1,4,1,3,2,8,7,39,
XIII (Caraga),Agusan Del Norte,Tubay,-,1,1,2,1,1,-,-,-,1,1,1,1,-,2,2,-,2,3,2,2,1,3,-,1,28,
XIII (Caraga),Agusan Del Norte,Not Reported,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,1, ,-,-,-,-,-,-,3,
XIII (Caraga),Agusan Del Sur,Bayugan,2,2,3,3,5,5,8,13,4,15,5,12,9,11,19,12,11,25,28,25,41,41,30,33,46,408,
XIII (Caraga),Agusan Del Sur,Bunawan,1,2,2,-,-,-,2,-,-,-,-,-,1,-,2,2,1,-,1,-,1,1,2,3,4,25,
XIII (Caraga),Agusan Del Sur,Esperanza,-,1,-,-,1,2,-,-,2,-,-,-,1,2,-,2,4,-,4,7,3,6,15,1,1,52,
XIII (Caraga),Agusan Del Sur,La Paz,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,3,
XIII (Caraga),Agusan Del Sur,Loreto,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,1,1,1,-,1,1,-,-,7,
XIII (Caraga),Agusan Del Sur,Prosperidad (Capital),-,-,-,3,-,2,4,2,1,1,1,3,1,5,2,6,4,8,11,5,12,2,10,19,10,112,
XIII (Caraga),Agusan Del Sur,Rosario,-,-,-,-,1,-,1,2,-,-,-,-,1,-,3,-,1,3,3,8,2,1,8,-,1,35,
XIII (Caraga),Agusan Del Sur,San Francisco,1,-,2,1,5,6,8,1,3,2,2,7,2,5,4,5,5,1,7,19,18,17,8,15,22,166,
XIII (Caraga),Agusan Del Sur,San Luis,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,4,1, ,-,3,1,-,1,2,13,
XIII (Caraga),Agusan Del Sur,Santa Josefa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,3,2,6,13,
XIII (Caraga),Agusan Del Sur,Sibagat,-,-,1,1,-,-,2,1,1,-,-,2,-,1,-,1,2,-,4,2,6,5,8,4,3,44,
XIII (Caraga),Agusan Del Sur,Talacogon,-,-,1,-,-,-,-,-,-,-,-,-,-,1,2,-,2,3,3,2,-,1,3,-,1,19,
XIII (Caraga),Agusan Del Sur,Trento,-,1,-,2,1,2,1,4,3,1,3,-,7,1,4,4,4,4,8,7,15,9,9,19,11,120,
XIII (Caraga),Agusan Del Sur,Veruela,-,-,1,-,-,-,-,1,-,-,-,1,1,-,-,1,-,2,1,-,1,2,1,-,2,14,
XIII (Caraga),Agusan Del Sur,Not Reported,1,-,-,-,-,-,1,-,-,-,-,7,-,-,-,-,-,1, ,-,-,-,-,-,-,10,
XIII (Caraga),Surigao Del Norte,Alegria,1,1,-,5,-,8,1,-,3,1,2,5,2,-,4,-,-,1,12,2,3,5,9,5,14,84,
XIII (Caraga),Surigao Del Norte,Bacuag,-,-,-,2,-,1,2,2,2,4,3,1,1,-,-,-,6,-,1,8,1,1,3,1,1,40,
XIII (Caraga),Surigao Del Norte,Basilisa (Rizal),-,1,-,-,1,-,1,4,-,-,4,1,-,-,1,1,-,1,2,2,-,1,-,1,1,22,
